in s,C1 in V
2.45440E-06,1.474E+00
2.45960E-06,1.532E+00
2.46480E-06,1.513E+00
2.47000E-06,1.532E+00
2.47520E-06,1.532E+00
2.48040E-06,1.562E+00
2.48560E-06,1.532E+00
2.49080E-06,1.601E+00
2.49600E-06,1.532E+00
2.50120E-06,1.552E+00
2.50640E-06,1.552E+00
2.51160E-06,1.620E+00
2.51680E-06,1.620E+00
2.52200E-06,1.610E+00
2.52720E-06,1.610E+00
2.53240E-06,1.669E+00
2.53760E-06,1.640E+00
2.54280E-06,1.669E+00
2.54800E-06,1.669E+00
2.55320E-06,1.679E+00
2.55840E-06,1.679E+00
2.56360E-06,1.718E+00
2.56880E-06,1.698E+00
2.57400E-06,1.747E+00
2.57920E-06,1.718E+00
2.58440E-06,1.747E+00
2.58960E-06,1.737E+00
2.59480E-06,1.767E+00
2.60000E-06,1.776E+00
2.60520E-06,1.757E+00
2.61040E-06,1.776E+00
2.61560E-06,1.815E+00
2.62080E-06,1.757E+00
2.62600E-06,1.815E+00
2.63120E-06,1.786E+00
2.63640E-06,1.815E+00
2.64160E-06,1.786E+00
2.64680E-06,1.825E+00
2.65200E-06,1.786E+00
2.65720E-06,1.835E+00
2.66240E-06,1.796E+00
2.66760E-06,1.806E+00
2.67280E-06,1.796E+00
2.67800E-06,1.845E+00
2.68320E-06,1.776E+00
2.68840E-06,1.786E+00
2.69360E-06,1.776E+00
2.69880E-06,1.786E+00
2.70400E-06,1.747E+00
2.70920E-06,1.747E+00
2.71440E-06,1.708E+00
2.71960E-06,1.728E+00
2.72480E-06,1.679E+00
2.73000E-06,1.688E+00
2.73520E-06,1.649E+00
2.74040E-06,1.659E+00
2.74560E-06,1.601E+00
2.75080E-06,1.620E+00
2.75600E-06,1.542E+00
2.76120E-06,1.571E+00
2.76640E-06,1.513E+00
2.77160E-06,1.483E+00
2.77680E-06,1.483E+00
2.78200E-06,1.464E+00
2.78720E-06,1.405E+00
2.79240E-06,1.405E+00
2.79760E-06,1.376E+00
2.80280E-06,1.376E+00
2.80800E-06,1.327E+00
2.81320E-06,1.327E+00
2.81840E-06,1.278E+00
2.82360E-06,1.317E+00
2.82880E-06,1.239E+00
2.83400E-06,1.239E+00
2.83920E-06,1.161E+00
2.84440E-06,1.181E+00
2.84960E-06,1.142E+00
2.85480E-06,1.103E+00
2.86000E-06,1.103E+00
2.86520E-06,1.073E+00
2.87040E-06,1.054E+00
2.87560E-06,1.073E+00
2.88080E-06,1.024E+00
2.88600E-06,1.024E+00
2.89120E-06,9.463E-01
2.89640E-06,9.463E-01
2.90160E-06,9.365E-01
2.90680E-06,9.658E-01
2.91200E-06,8.877E-01
2.91720E-06,9.072E-01
2.92240E-06,8.779E-01
2.92760E-06,9.268E-01
2.93280E-06,8.779E-01
2.93800E-06,8.877E-01
2.94320E-06,8.975E-01
2.94840E-06,9.268E-01
2.95360E-06,8.682E-01
2.95880E-06,8.877E-01
2.96400E-06,8.877E-01
2.96920E-06,9.072E-01
2.97440E-06,8.877E-01
2.97960E-06,9.268E-01
2.98480E-06,8.975E-01
2.99000E-06,9.561E-01
2.99520E-06,9.072E-01
3.00040E-06,9.561E-01
3.00560E-06,9.854E-01
3.01080E-06,1.015E+00
3.01600E-06,9.854E-01
3.02120E-06,1.015E+00
3.02640E-06,1.024E+00
3.03160E-06,1.083E+00
3.03680E-06,1.103E+00
3.04200E-06,1.142E+00
3.04720E-06,1.142E+00
3.05240E-06,1.200E+00
3.05760E-06,1.161E+00
3.06280E-06,1.249E+00
3.06800E-06,1.229E+00
3.07320E-06,1.327E+00
3.07840E-06,1.298E+00
3.08360E-06,1.366E+00
3.08880E-06,1.376E+00
3.09400E-06,1.444E+00
3.09920E-06,1.435E+00
3.10440E-06,1.493E+00
3.10960E-06,1.522E+00
3.11480E-06,1.571E+00
3.12000E-06,1.581E+00
3.12520E-06,1.640E+00
3.13040E-06,1.620E+00
3.13560E-06,1.688E+00
3.14080E-06,1.669E+00
3.14600E-06,1.718E+00
3.15120E-06,1.737E+00
3.15640E-06,1.815E+00
3.16160E-06,1.786E+00
3.16680E-06,1.845E+00
3.17200E-06,1.854E+00
3.17720E-06,1.903E+00
3.18240E-06,1.894E+00
3.18760E-06,1.933E+00
3.19280E-06,1.933E+00
3.19800E-06,1.981E+00
3.20320E-06,1.972E+00
3.20840E-06,2.001E+00
3.21360E-06,2.001E+00
3.21880E-06,2.021E+00
3.22400E-06,2.011E+00
3.22920E-06,2.040E+00
3.23440E-06,2.011E+00
3.23960E-06,2.060E+00
3.24480E-06,2.030E+00
3.25000E-06,2.030E+00
3.25520E-06,2.021E+00
3.26040E-06,2.060E+00
3.26560E-06,2.011E+00
3.27080E-06,2.030E+00
3.27600E-06,2.011E+00
3.28120E-06,2.001E+00
3.28640E-06,1.962E+00
3.29160E-06,1.991E+00
3.29680E-06,1.952E+00
3.30200E-06,1.972E+00
3.30720E-06,1.903E+00
3.31240E-06,1.903E+00
3.31760E-06,1.884E+00
3.32280E-06,1.864E+00
3.32800E-06,1.825E+00
3.33320E-06,1.806E+00
3.33840E-06,1.767E+00
3.34360E-06,1.786E+00
3.34880E-06,1.698E+00
3.35400E-06,1.708E+00
3.35920E-06,1.659E+00
3.36440E-06,1.679E+00
3.36960E-06,1.610E+00
3.37480E-06,1.571E+00
3.38000E-06,1.552E+00
3.38520E-06,1.562E+00
3.39040E-06,1.474E+00
3.39560E-06,1.483E+00
3.40080E-06,1.415E+00
3.40600E-06,1.464E+00
3.41120E-06,1.396E+00
3.41640E-06,1.396E+00
3.42160E-06,1.356E+00
3.42680E-06,1.337E+00
3.43200E-06,1.298E+00
3.43720E-06,1.278E+00
3.44240E-06,1.259E+00
3.44760E-06,1.288E+00
3.45280E-06,1.229E+00
3.45800E-06,1.229E+00
3.46320E-06,1.181E+00
3.46840E-06,1.220E+00
3.47360E-06,1.181E+00
3.47880E-06,1.200E+00
3.48400E-06,1.151E+00
3.48920E-06,1.181E+00
3.49440E-06,1.181E+00
3.49960E-06,1.151E+00
3.50480E-06,1.112E+00
3.51000E-06,1.200E+00
3.51520E-06,1.151E+00
3.52040E-06,1.171E+00
3.52560E-06,1.181E+00
3.53080E-06,1.190E+00
3.53600E-06,1.200E+00
3.54120E-06,1.181E+00
3.54640E-06,1.190E+00
3.55160E-06,1.239E+00
3.55680E-06,1.220E+00
3.56200E-06,1.278E+00
3.56720E-06,1.269E+00
3.57240E-06,1.327E+00
3.57760E-06,1.298E+00
3.58280E-06,1.327E+00
3.58800E-06,1.366E+00
3.59320E-06,1.415E+00
3.59840E-06,1.376E+00
3.60360E-06,1.425E+00
3.60880E-06,1.464E+00
3.61400E-06,1.474E+00
3.61920E-06,1.483E+00
3.62440E-06,1.493E+00
3.62960E-06,1.503E+00
3.63480E-06,1.571E+00
3.64000E-06,1.571E+00
3.64520E-06,1.620E+00
3.65040E-06,1.591E+00
3.65560E-06,1.679E+00
3.66080E-06,1.659E+00
3.66600E-06,1.718E+00
3.67120E-06,1.698E+00
3.67640E-06,1.747E+00
3.68160E-06,1.718E+00
3.68680E-06,1.747E+00
3.69200E-06,1.747E+00
3.69720E-06,1.786E+00
3.70240E-06,1.757E+00
3.70760E-06,1.767E+00
3.71280E-06,1.786E+00
3.71800E-06,1.825E+00
3.72320E-06,1.786E+00
3.72840E-06,1.796E+00
3.73360E-06,1.796E+00
3.73880E-06,1.845E+00
3.74400E-06,1.796E+00
3.74920E-06,1.815E+00
3.75440E-06,1.767E+00
3.75960E-06,1.806E+00
3.76480E-06,1.747E+00
3.77000E-06,1.776E+00
3.77520E-06,1.718E+00
3.78040E-06,1.737E+00
3.78560E-06,1.708E+00
3.79080E-06,1.698E+00
3.79600E-06,1.659E+00
3.80120E-06,1.669E+00
3.80640E-06,1.630E+00
3.81160E-06,1.610E+00
3.81680E-06,1.562E+00
3.82200E-06,1.601E+00
3.82720E-06,1.513E+00
3.83240E-06,1.493E+00
3.83760E-06,1.464E+00
3.84280E-06,1.464E+00
3.84800E-06,1.425E+00
3.85320E-06,1.405E+00
3.85840E-06,1.376E+00
3.86360E-06,1.366E+00
3.86880E-06,1.298E+00
3.87400E-06,1.288E+00
3.87920E-06,1.259E+00
3.88440E-06,1.249E+00
3.88960E-06,1.181E+00
3.89480E-06,1.220E+00
3.90000E-06,1.142E+00
3.90520E-06,1.210E+00
3.91040E-06,1.112E+00
3.91560E-06,1.103E+00
3.92080E-06,1.073E+00
3.92600E-06,1.112E+00
3.93120E-06,1.063E+00
3.93640E-06,1.063E+00
3.94160E-06,1.005E+00
3.94680E-06,1.063E+00
3.95200E-06,1.015E+00
3.95720E-06,1.005E+00
3.96240E-06,9.854E-01
3.96760E-06,1.024E+00
3.97280E-06,1.015E+00
3.97800E-06,1.015E+00
3.98320E-06,1.005E+00
3.98840E-06,1.063E+00
3.99360E-06,1.015E+00
3.99880E-06,1.034E+00
4.00400E-06,1.054E+00
4.00920E-06,1.112E+00
4.01440E-06,1.073E+00
4.01960E-06,1.103E+00
4.02480E-06,1.142E+00
4.03000E-06,1.171E+00
4.03520E-06,1.181E+00
4.04040E-06,1.181E+00
4.04560E-06,1.210E+00
4.05080E-06,1.259E+00
4.05600E-06,1.269E+00
4.06120E-06,1.327E+00
4.06640E-06,1.327E+00
4.07160E-06,1.405E+00
4.07680E-06,1.396E+00
4.08200E-06,1.444E+00
4.08720E-06,1.483E+00
4.09240E-06,1.562E+00
4.09760E-06,1.532E+00
4.10280E-06,1.601E+00
4.10800E-06,1.630E+00
4.11320E-06,1.679E+00
4.11840E-06,1.688E+00
4.12360E-06,1.728E+00
4.12880E-06,1.757E+00
4.13400E-06,1.796E+00
4.13920E-06,1.796E+00
4.14440E-06,1.854E+00
4.14960E-06,1.864E+00
4.15480E-06,1.952E+00
4.16000E-06,1.913E+00
4.16520E-06,1.972E+00
4.17040E-06,1.942E+00
4.17560E-06,2.011E+00
4.18080E-06,2.001E+00
4.18600E-06,2.060E+00
4.19120E-06,2.060E+00
4.19640E-06,2.069E+00
4.20160E-06,2.079E+00
4.20680E-06,2.069E+00
4.21200E-06,2.069E+00
4.21720E-06,2.128E+00
4.22240E-06,2.050E+00
4.22760E-06,2.108E+00
4.23280E-06,2.069E+00
4.23800E-06,2.108E+00
4.24320E-06,2.069E+00
4.24840E-06,2.099E+00
4.25360E-06,2.050E+00
4.25880E-06,2.069E+00
4.26400E-06,2.011E+00
4.26920E-06,2.011E+00
4.27440E-06,1.981E+00
4.27960E-06,2.001E+00
4.28480E-06,1.903E+00
4.29000E-06,1.913E+00
4.29520E-06,1.894E+00
4.30040E-06,1.864E+00
4.30560E-06,1.815E+00
4.31080E-06,1.815E+00
4.31600E-06,1.757E+00
4.32120E-06,1.767E+00
4.32640E-06,1.688E+00
4.33160E-06,1.679E+00
4.33680E-06,1.601E+00
4.34200E-06,1.591E+00
4.34720E-06,1.493E+00
4.35240E-06,1.493E+00
4.35760E-06,1.415E+00
4.36280E-06,1.444E+00
4.36800E-06,1.347E+00
4.37320E-06,1.317E+00
4.37840E-06,1.278E+00
4.38360E-06,1.239E+00
4.38880E-06,1.190E+00
4.39400E-06,1.161E+00
4.39920E-06,1.103E+00
4.40440E-06,1.093E+00
4.40960E-06,1.005E+00
4.41480E-06,1.005E+00
4.42000E-06,9.463E-01
4.42520E-06,9.658E-01
4.43040E-06,8.682E-01
4.43560E-06,8.584E-01
4.44080E-06,8.193E-01
4.44600E-06,8.193E-01
4.45120E-06,7.607E-01
4.45640E-06,7.217E-01
4.46160E-06,6.631E-01
4.46680E-06,6.826E-01
4.47200E-06,6.338E-01
4.47720E-06,6.533E-01
4.48240E-06,5.850E-01
4.48760E-06,6.631E-01
4.49280E-06,5.654E-01
4.49800E-06,5.654E-01
4.50320E-06,5.557E-01
4.50840E-06,5.752E-01
4.51360E-06,5.166E-01
4.51880E-06,5.361E-01
4.52400E-06,5.166E-01
4.52920E-06,5.459E-01
4.53440E-06,4.873E-01
4.53960E-06,4.873E-01
4.54480E-06,4.971E-01
4.55000E-06,5.264E-01
4.55520E-06,4.971E-01
4.56040E-06,5.068E-01
4.56560E-06,5.166E-01
4.57080E-06,5.654E-01
4.57600E-06,5.068E-01
4.58120E-06,5.361E-01
4.58640E-06,5.557E-01
4.59160E-06,6.045E-01
4.59680E-06,5.654E-01
4.60200E-06,5.947E-01
4.60720E-06,5.752E-01
4.61240E-06,6.045E-01
4.61760E-06,5.850E-01
4.62280E-06,6.533E-01
4.62800E-06,6.436E-01
4.63320E-06,6.826E-01
4.63840E-06,6.338E-01
4.64360E-06,6.826E-01
4.64880E-06,6.826E-01
4.65400E-06,7.412E-01
4.65920E-06,6.826E-01
4.66440E-06,7.314E-01
4.66960E-06,7.412E-01
4.67480E-06,7.607E-01
4.68000E-06,7.510E-01
4.68520E-06,7.607E-01
4.69040E-06,7.705E-01
4.69560E-06,7.998E-01
4.70080E-06,7.900E-01
4.70600E-06,7.900E-01
4.71120E-06,7.803E-01
4.71640E-06,7.998E-01
4.72160E-06,7.803E-01
4.72680E-06,8.389E-01
4.73200E-06,7.803E-01
4.73720E-06,8.193E-01
4.74240E-06,7.607E-01
4.74760E-06,7.803E-01
4.75280E-06,7.705E-01
4.75800E-06,7.998E-01
4.76320E-06,7.510E-01
4.76840E-06,8.096E-01
4.77360E-06,7.314E-01
4.77880E-06,7.607E-01
4.78400E-06,7.119E-01
4.78920E-06,7.119E-01
4.79440E-06,7.021E-01
4.79960E-06,7.119E-01
4.80480E-06,6.436E-01
4.81000E-06,6.533E-01
4.81520E-06,6.143E-01
4.82040E-06,6.826E-01
4.82560E-06,5.850E-01
4.83080E-06,6.143E-01
4.83600E-06,5.850E-01
4.84120E-06,5.947E-01
4.84640E-06,5.361E-01
4.85160E-06,5.557E-01
4.85680E-06,5.068E-01
4.86200E-06,5.361E-01
4.86720E-06,4.873E-01
4.87240E-06,4.873E-01
4.87760E-06,4.385E-01
4.88280E-06,4.775E-01
4.88800E-06,4.385E-01
4.89320E-06,4.678E-01
4.89840E-06,3.994E-01
4.90360E-06,4.385E-01
4.90880E-06,3.896E-01
4.91400E-06,3.994E-01
4.91920E-06,3.604E-01
4.92440E-06,4.092E-01
4.92960E-06,3.896E-01
4.93480E-06,3.701E-01
4.94000E-06,3.799E-01
4.94520E-06,3.896E-01
4.95040E-06,3.213E-01
4.95560E-06,3.604E-01
4.96080E-06,3.604E-01
4.96600E-06,3.799E-01
4.97120E-06,3.408E-01
4.97640E-06,3.896E-01
4.98160E-06,3.701E-01
4.98680E-06,3.994E-01
4.99200E-06,3.799E-01
4.99720E-06,4.287E-01
5.00240E-06,4.189E-01
5.00760E-06,4.873E-01
5.01280E-06,4.482E-01
5.01800E-06,4.482E-01
5.02320E-06,4.678E-01
5.02840E-06,4.971E-01
5.03360E-06,4.971E-01
5.03880E-06,5.361E-01
5.04400E-06,4.971E-01
5.04920E-06,5.654E-01
5.05440E-06,5.947E-01
5.05960E-06,6.045E-01
5.06480E-06,6.143E-01
5.07000E-06,6.826E-01
5.07520E-06,6.436E-01
5.08040E-06,6.924E-01
5.08560E-06,6.826E-01
5.09080E-06,7.119E-01
5.09600E-06,7.217E-01
5.10120E-06,7.510E-01
5.10640E-06,7.607E-01
5.11160E-06,8.291E-01
5.11680E-06,7.998E-01
5.12200E-06,8.291E-01
5.12720E-06,8.584E-01
5.13240E-06,8.877E-01
5.13760E-06,8.682E-01
5.14280E-06,8.975E-01
5.14800E-06,8.584E-01
5.15320E-06,9.365E-01
5.15840E-06,9.170E-01
5.16360E-06,9.561E-01
5.16880E-06,9.268E-01
5.17400E-06,9.854E-01
5.17920E-06,9.072E-01
5.18440E-06,9.658E-01
5.18960E-06,9.658E-01
5.19480E-06,9.951E-01
5.20000E-06,9.463E-01
5.20520E-06,9.463E-01
5.21040E-06,9.463E-01
5.21560E-06,9.756E-01
5.22080E-06,9.268E-01
5.22600E-06,9.365E-01
5.23120E-06,8.975E-01
5.23640E-06,9.365E-01
5.24160E-06,8.779E-01
5.24680E-06,8.877E-01
5.25200E-06,8.486E-01
5.25720E-06,8.584E-01
5.26240E-06,8.096E-01
5.26760E-06,7.998E-01
5.27280E-06,7.607E-01
5.27800E-06,7.412E-01
5.28320E-06,6.729E-01
5.28840E-06,6.436E-01
5.29360E-06,6.143E-01
5.29880E-06,6.045E-01
5.30400E-06,5.654E-01
5.30920E-06,5.459E-01
5.31440E-06,5.068E-01
5.31960E-06,5.068E-01
5.32480E-06,4.189E-01
5.33000E-06,4.092E-01
5.33520E-06,3.604E-01
5.34040E-06,3.604E-01
5.34560E-06,2.529E-01
5.35080E-06,2.627E-01
5.35600E-06,2.139E-01
5.36120E-06,1.943E-01
5.36640E-06,1.260E-01
5.37160E-06,9.668E-02
5.37680E-06,3.809E-02
5.38200E-06,1.855E-02
5.38720E-06,-4.004E-02
5.39240E-06,-5.957E-02
5.39760E-06,-1.182E-01
5.40280E-06,-1.084E-01
5.40800E-06,-1.963E-01
5.41320E-06,-1.963E-01
5.41840E-06,-2.549E-01
5.42360E-06,-2.451E-01
5.42880E-06,-3.135E-01
5.43400E-06,-3.135E-01
5.43920E-06,-3.818E-01
5.44440E-06,-3.623E-01
5.44960E-06,-4.307E-01
5.45480E-06,-4.014E-01
5.46000E-06,-4.307E-01
5.46520E-06,-4.502E-01
5.47040E-06,-5.186E-01
5.47560E-06,-4.893E-01
5.48080E-06,-5.088E-01
5.48600E-06,-4.697E-01
5.49120E-06,-5.674E-01
5.49640E-06,-5.479E-01
5.50160E-06,-5.674E-01
5.50680E-06,-5.283E-01
5.51200E-06,-5.771E-01
5.51720E-06,-5.283E-01
5.52240E-06,-5.283E-01
5.52760E-06,-5.088E-01
5.53280E-06,-5.479E-01
5.53800E-06,-5.088E-01
5.54320E-06,-5.186E-01
5.54840E-06,-4.795E-01
5.55360E-06,-4.893E-01
5.55880E-06,-4.600E-01
5.56400E-06,-4.404E-01
5.56920E-06,-3.721E-01
5.57440E-06,-4.111E-01
5.57960E-06,-4.014E-01
5.58480E-06,-3.721E-01
5.59000E-06,-3.037E-01
5.59520E-06,-3.232E-01
5.60040E-06,-2.842E-01
5.60560E-06,-2.646E-01
5.61080E-06,-1.865E-01
5.61600E-06,-1.963E-01
5.62120E-06,-1.768E-01
5.62640E-06,-1.475E-01
5.63160E-06,-7.910E-02
5.63680E-06,-7.910E-02
5.64200E-06,-1.074E-02
5.64720E-06,-3.027E-02
5.65240E-06,4.785E-02
5.65760E-06,5.762E-02
5.66280E-06,8.691E-02
5.66800E-06,9.668E-02
5.67320E-06,1.748E-01
5.67840E-06,1.748E-01
5.68360E-06,2.139E-01
5.68880E-06,2.334E-01
5.69400E-06,2.822E-01
5.69920E-06,2.529E-01
5.70440E-06,2.920E-01
5.70960E-06,3.115E-01
5.71480E-06,3.604E-01
5.72000E-06,3.506E-01
5.72520E-06,3.701E-01
5.73040E-06,3.799E-01
5.73560E-06,4.385E-01
5.74080E-06,4.092E-01
5.74600E-06,4.189E-01
5.75120E-06,4.189E-01
5.75640E-06,4.678E-01
5.76160E-06,4.189E-01
5.76680E-06,4.580E-01
5.77200E-06,4.482E-01
5.77720E-06,4.580E-01
5.78240E-06,4.287E-01
5.78760E-06,4.092E-01
5.79280E-06,3.994E-01
5.79800E-06,4.189E-01
5.80320E-06,3.604E-01
5.80840E-06,3.896E-01
5.81360E-06,3.213E-01
5.81880E-06,3.701E-01
5.82400E-06,2.920E-01
5.82920E-06,2.822E-01
5.83440E-06,2.529E-01
5.83960E-06,2.725E-01
5.84480E-06,1.748E-01
5.85000E-06,2.041E-01
5.85520E-06,1.748E-01
5.86040E-06,1.357E-01
5.86560E-06,7.715E-02
5.87080E-06,2.832E-02
5.87600E-06,1.855E-02
5.88120E-06,1.855E-02
5.88640E-06,-5.957E-02
5.89160E-06,-7.910E-02
5.89680E-06,-1.475E-01
5.90200E-06,-9.863E-02
5.90720E-06,-2.158E-01
5.91240E-06,-2.158E-01
5.91760E-06,-2.646E-01
5.92280E-06,-2.646E-01
5.92800E-06,-3.525E-01
5.93320E-06,-3.428E-01
5.93840E-06,-4.307E-01
5.94360E-06,-4.014E-01
5.94880E-06,-4.893E-01
5.95400E-06,-4.990E-01
5.95920E-06,-5.186E-01
5.96440E-06,-5.088E-01
5.96960E-06,-6.357E-01
5.97480E-06,-5.967E-01
5.98000E-06,-6.455E-01
5.98520E-06,-6.162E-01
5.99040E-06,-6.846E-01
5.99560E-06,-6.846E-01
6.00080E-06,-7.139E-01
6.00600E-06,-6.748E-01
6.01120E-06,-7.236E-01
6.01640E-06,-7.236E-01
6.02160E-06,-7.725E-01
6.02680E-06,-7.236E-01
6.03200E-06,-7.627E-01
6.03720E-06,-7.529E-01
6.04240E-06,-7.725E-01
6.04760E-06,-7.236E-01
6.05280E-06,-7.627E-01
6.05800E-06,-7.334E-01
6.06320E-06,-7.822E-01
6.06840E-06,-7.041E-01
6.07360E-06,-7.139E-01
6.07880E-06,-6.943E-01
6.08400E-06,-6.943E-01
6.08920E-06,-6.260E-01
6.09440E-06,-6.846E-01
6.09960E-06,-6.162E-01
6.10480E-06,-6.260E-01
6.11000E-06,-5.381E-01
6.11520E-06,-5.771E-01
6.12040E-06,-5.381E-01
6.12560E-06,-5.088E-01
6.13080E-06,-4.600E-01
6.13600E-06,-4.697E-01
6.14120E-06,-4.111E-01
6.14640E-06,-4.111E-01
6.15160E-06,-3.330E-01
6.15680E-06,-3.330E-01
6.16200E-06,-2.744E-01
6.16720E-06,-2.549E-01
6.17240E-06,-1.865E-01
6.17760E-06,-2.158E-01
6.18280E-06,-1.475E-01
6.18800E-06,-1.279E-01
6.19320E-06,-4.004E-02
6.19840E-06,-4.980E-02
6.20360E-06,-9.766E-04
6.20880E-06,-9.766E-04
6.21400E-06,4.785E-02
6.21920E-06,3.809E-02
6.22440E-06,1.260E-01
6.22960E-06,1.162E-01
6.23480E-06,2.041E-01
6.24000E-06,1.748E-01
6.24520E-06,2.139E-01
6.25040E-06,2.236E-01
6.25560E-06,2.920E-01
6.26080E-06,2.529E-01
6.26600E-06,3.213E-01
6.27120E-06,3.115E-01
6.27640E-06,3.604E-01
6.28160E-06,3.311E-01
6.28680E-06,3.701E-01
6.29200E-06,3.311E-01
6.29720E-06,4.189E-01
6.30240E-06,3.896E-01
6.30760E-06,3.994E-01
6.31280E-06,3.896E-01
6.31800E-06,4.287E-01
6.32320E-06,4.189E-01
6.32840E-06,4.287E-01
6.33360E-06,4.189E-01
6.33880E-06,4.482E-01
6.34400E-06,3.896E-01
6.34920E-06,3.994E-01
6.35440E-06,3.896E-01
6.35960E-06,3.994E-01
6.36480E-06,3.896E-01
6.37000E-06,3.896E-01
6.37520E-06,3.604E-01
6.38040E-06,3.506E-01
6.38560E-06,3.213E-01
6.39080E-06,3.311E-01
6.39600E-06,2.822E-01
6.40120E-06,3.115E-01
6.40640E-06,2.432E-01
6.41160E-06,3.018E-01
6.41680E-06,2.334E-01
6.42200E-06,2.432E-01
6.42720E-06,1.553E-01
6.43240E-06,2.041E-01
6.43760E-06,1.748E-01
6.44280E-06,1.650E-01
6.44800E-06,1.260E-01
6.45320E-06,1.162E-01
6.45840E-06,9.668E-02
6.46360E-06,1.064E-01
6.46880E-06,3.809E-02
6.47400E-06,5.762E-02
6.47920E-06,2.832E-02
6.48440E-06,6.738E-02
6.48960E-06,-9.766E-04
6.49480E-06,-1.074E-02
6.50000E-06,-2.051E-02
6.50520E-06,2.832E-02
6.51040E-06,-4.004E-02
6.51560E-06,-1.074E-02
6.52080E-06,-5.957E-02
6.52600E-06,-4.004E-02
6.53120E-06,-5.957E-02
6.53640E-06,-2.051E-02
6.54160E-06,-8.887E-02
6.54680E-06,-6.934E-02
6.55200E-06,-4.980E-02
6.55720E-06,-4.004E-02
6.56240E-06,-4.980E-02
6.56760E-06,-1.074E-02
6.57280E-06,-5.957E-02
6.57800E-06,-1.074E-02
6.58320E-06,-3.027E-02
6.58840E-06,1.855E-02
6.59360E-06,-3.027E-02
6.59880E-06,8.789E-03
6.60400E-06,-9.766E-04
6.60920E-06,4.785E-02
6.61440E-06,8.789E-03
6.61960E-06,5.762E-02
6.62480E-06,6.738E-02
6.63000E-06,7.715E-02
6.63520E-06,7.715E-02
6.64040E-06,1.455E-01
6.64560E-06,1.064E-01
6.65080E-06,1.943E-01
6.65600E-06,1.357E-01
6.66120E-06,1.943E-01
6.66640E-06,1.846E-01
6.67160E-06,2.529E-01
6.67680E-06,2.236E-01
6.68200E-06,3.018E-01
6.68720E-06,2.725E-01
6.69240E-06,3.018E-01
6.69760E-06,3.213E-01
6.70280E-06,3.604E-01
6.70800E-06,3.506E-01
6.71320E-06,4.189E-01
6.71840E-06,3.701E-01
6.72360E-06,4.092E-01
6.72880E-06,3.994E-01
6.73400E-06,4.678E-01
6.73920E-06,4.385E-01
6.74440E-06,4.678E-01
6.74960E-06,4.580E-01
6.75480E-06,5.361E-01
6.76000E-06,4.775E-01
6.76520E-06,5.166E-01
6.77040E-06,4.971E-01
6.77560E-06,5.361E-01
6.78080E-06,4.971E-01
6.78600E-06,5.361E-01
6.79120E-06,4.971E-01
6.79640E-06,5.264E-01
6.80160E-06,4.971E-01
6.80680E-06,5.166E-01
6.81200E-06,4.678E-01
6.81720E-06,5.068E-01
6.82240E-06,4.482E-01
6.82760E-06,4.775E-01
6.83280E-06,4.482E-01
6.83800E-06,4.678E-01
6.84320E-06,4.092E-01
6.84840E-06,4.092E-01
6.85360E-06,3.701E-01
6.85880E-06,3.994E-01
6.86400E-06,3.408E-01
6.86920E-06,3.213E-01
6.87440E-06,2.920E-01
6.87960E-06,2.920E-01
6.88480E-06,2.334E-01
6.89000E-06,2.236E-01
6.89520E-06,1.943E-01
6.90040E-06,2.236E-01
6.90560E-06,1.162E-01
6.91080E-06,1.357E-01
6.91600E-06,1.064E-01
6.92120E-06,7.715E-02
6.92640E-06,1.855E-02
6.93160E-06,-9.766E-04
6.93680E-06,-4.004E-02
6.94200E-06,-3.027E-02
6.94720E-06,-1.377E-01
6.95240E-06,-9.863E-02
6.95760E-06,-1.768E-01
6.96280E-06,-1.475E-01
6.96800E-06,-2.744E-01
6.97320E-06,-2.256E-01
6.97840E-06,-2.939E-01
6.98360E-06,-2.646E-01
6.98880E-06,-3.525E-01
6.99400E-06,-3.428E-01
6.99920E-06,-4.307E-01
7.00440E-06,-3.916E-01
7.00960E-06,-5.186E-01
7.01480E-06,-4.404E-01
7.02000E-06,-5.088E-01
7.02520E-06,-4.795E-01
7.03040E-06,-5.479E-01
7.03560E-06,-5.576E-01
7.04080E-06,-5.771E-01
7.04600E-06,-5.771E-01
7.05120E-06,-6.260E-01
7.05640E-06,-6.260E-01
7.06160E-06,-6.455E-01
7.06680E-06,-6.357E-01
7.07200E-06,-6.846E-01
7.07720E-06,-6.553E-01
7.08240E-06,-6.650E-01
7.08760E-06,-6.455E-01
7.09280E-06,-6.943E-01
7.09800E-06,-6.846E-01
7.10320E-06,-6.846E-01
7.10840E-06,-6.650E-01
7.11360E-06,-6.846E-01
7.11880E-06,-6.846E-01
7.12400E-06,-7.139E-01
7.12920E-06,-6.846E-01
7.13440E-06,-7.041E-01
7.13960E-06,-6.455E-01
7.14480E-06,-6.455E-01
7.15000E-06,-6.455E-01
7.15520E-06,-6.455E-01
7.16040E-06,-6.162E-01
7.16560E-06,-6.064E-01
7.17080E-06,-5.479E-01
7.17600E-06,-6.064E-01
7.18120E-06,-5.381E-01
7.18640E-06,-5.576E-01
7.19160E-06,-4.990E-01
7.19680E-06,-5.186E-01
7.20200E-06,-4.795E-01
7.20720E-06,-4.795E-01
7.21240E-06,-4.209E-01
7.21760E-06,-4.502E-01
7.22280E-06,-3.721E-01
7.22800E-06,-4.111E-01
